ID	Name	Name_in_Source	Variety	ISO639P3Code	Glottocode	Family	Year	Date	Copyright	License	Translator	Title	URL
juquilamixent	Juquila Mixe	Mixe, Juquila		mxq	juqu1238	Mixe-Zoque	2009	2014-04-30	Copyright © 2009 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Ja jembyʉ kajxy'átypyʉ mʉdʉ Jesukristʉkyʉjxm: El Nuevo Testamento de nuestro Señor Jesucristo en el mixe de Juquila	https://ebible.org/Scriptures/mxqNT_html.zip
jamiltepecmixtecnt	Jamiltepec Mixtec	Mixtec, Jamiltepec		mxt	jami1235	Otomanguean	1983	2014-04-30	Copyright © 1983 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Tuhun cha sañahá ra Jesucristo chi yo	https://ebible.org/Scriptures/mxtNT_html.zip
metlatonocmixtec	Metlatónoc Mixtec	Mayogo		mxv	metl1238	Otomanguean	2020	2020-11-18	Copyright © 2020 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Gandja na Mbɨa	https://ebible.org/Scriptures/mxv_html.zip
burmese	Burmese	Mynmar language		mya	nucl1310	Sino-Tibetan	2005	2014-03-30	public domain	Public Domain	Bible Society of Myanmar	Common Language Bible	https://ebible.org/Scriptures/mya_html.zip
burmesejvb	Burmese	ဗမာ		mya	nucl1310	Sino-Tibetan		2024-02-15	public domain	Public Domain	Adoniram Judson	မြန်မာကျမ်းစာ	https://ebible.org/Scriptures/myajvb_html.zip
mamarasenoufo	Mamara Senoufo	Mamara Sénoufo		myk	mama1271	Atlantic-Congo	2014	2014-08-10	Copyright © 2014 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	KARIƝƐƐGƐ ƝƆMƐƐ NIVONƆ	https://ebible.org/Scriptures/myk_html.zip
munduruku	Mundurukú	Mundurukú		myu	mund1330	Tupian	2010	2014-08-06	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Deus ekawẽntup Kawẽn iisuat ekawẽn	https://ebible.org/Scriptures/myu_html.zip
muyuw	Muyuw	Muyuw		myw	muyu1244	Austronesian	1976	2016-08-30	Copyright © 1976, 1993 The Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	KALEIWAG KWEIVAW	https://ebible.org/Scriptures/myw_html.zip
macuna	Macuna	Macuna		myy	macu1260	Tucanoan	2012	2014-08-06	Copyright © 2012 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Dios Oca Tuti	https://ebible.org/Scriptures/myy_html.zip
santamariazacatepecmixtec	Santa María Zacatepec Mixtec	Mixtec, Santa María Zacatepec		mza	sant1436	Otomanguean	2015	2020-11-30	Copyright © 2015 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Zacatepec Mixtec NT	https://ebible.org/Scriptures/mza_html.zip
maiadomu	Maiadomu	Maiadomu		mzz	maia1251	Austronesian	2010	2016-08-30	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Maiadomu Malika	https://ebible.org/Scriptures/mzz_html.zip
southernnambikuarant	Southern Nambikuára	Nambikuára, Southern		nab	sout2994	Nambiquaran	2012	2014-04-30	Copyright © 2012 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Txa²wã¹sũ̱³na² Wãn³txa²	https://ebible.org/Scriptures/nabNT_html.zip
nabak	Nabak	Nabak		naf	naba1256	Nuclear Trans New Guinea	1988	2016-08-30	Copyright © 1988 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Kawawaŋgalen Tâtâ Alakŋaŋ	https://ebible.org/Scriptures/naf_html.zip
nagapidgin	Naga Pidgin	Nagamiz		nag	naga1394	Indo-European	2019	2023-04-14	Copyright © 2019 Bridge Connectivity Solutions	CCBYSA	Bridge Connectivity Solutions Pvt. Ltd.	Indian Standard Version (ISV) Nagamese	https://ebible.org/Scriptures/nag_html.zip
nakanai	Nakanai	Nakanai		nak	naka1262	Austronesian	1983	2012-01-19	Copyright © 1983 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Nakanai New Testament	https://ebible.org/Scriptures/nak_html.zip
nalik	Nalik	Nalik		nal	nali1244	Austronesian	2023	2024-03-28	Copyright © 2023 Wycliffe Bible Translators Australia	CCBYNCND-4.0		A Dorang Daxa Zin Nakmai	https://ebible.org/Scriptures/nal_html.zip
naasioi	Naasioi	Naasioi	Kongara	nas	naas1242	South Bougainville	1994	2016-08-30	Copyright © 1994 The Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	Kara Naroong-anta Nerakung Kongarana'	https://ebible.org/Scriptures/nas_html.zip
nawuri	Nawuri	Nawuri		naw	nawu1242	Atlantic-Congo	2013	2020-11-19	Copyright © 2013 Wycliffe Bible Translators, Inc.	All rights reserved	Ghana Institute of Linguistics, Literacy and Bible Translation	Ɩbwaarɛ Katɔwɛ Kyula Pʋpwɛ	https://ebible.org/Scriptures/naw_html.zip
narrinyeri	Narrinyeri	Ngarrindjeri		nay	narr1259	Pama-Nyungan		2019-05-24	public domain	Public Domain		Tungarar Jehobald YARILDEWALLIN	https://ebible.org/Scriptures/nay_html.zip
nggem	Nggem	Nggem		nbq	ngge1241	Nuclear Trans New Guinea	2003	2022-03-11	Copyright © 2003, 2004, 2007, 2008, 2013 Tim Penterjemah Bahasa Nggem (The Nggem Translation Team)	CCBYNCND-4.0	The Nggem Translation Team (Tim Penterjemah Bahasa Nggem)	Ala wene Nggem enane vaga dirup warek	https://ebible.org/Scriptures/nbq_html.zip
iyo	Iyo	Iyo		nca	iyoo1238	Nuclear Trans New Guinea	2009	2016-08-30	Copyright © 2009 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Iyo New Testament	https://ebible.org/Scriptures/nca_html.zip
yale	Yale	Yalë		nce	yale1246		2022	2023-08-09	Copyright © 2022 Wycliffe Bible Translators, Inc.	CCBYSA		Ëhwati Gali	https://ebible.org/Scriptures/nce_html.zip
centralhuastecanahuatlbl	Central Huasteca Nahuatl	Nahuatl, Huasteca Central		nch	cent2134	Uto-Aztecan	2005	2014-04-30	Copyright © 2005 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Icamanal toteco; Santa Biblia	https://ebible.org/Scriptures/nchBl_html.zip
northernpueblanahuatlnt	Northern Puebla Nahuatl	Nahuatl, Northern Puebla		ncj	nort2957	Uto-Aztecan	1979	2014-04-30	Copyright © 1979 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	In yancuic mononotzalistli ica Totecohtzin Jesucristo	https://ebible.org/Scriptures/ncjNT_html.zip
michoacannahuatlnt	Michoacán Nahuatl	Nahuatl, Michoacán		ncl	mich1245	Uto-Aztecan	1998	2014-04-30	Copyright © 1998 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Ilajtulisli Yancuic toTata Jesucristo	https://ebible.org/Scriptures/nclNT_html.zip
northernkatang	Northern Katang	Northern Katang		ncq	nort3270	Austroasiatic	2018	2020-11-23	Copyright © 2018 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	ປັຣນາຍ ເຢືາງ ເຈົາຣາຊີ  ປັຣຄັນ ຕາໄມ ປັຣນາຍ ກາຕາງ (ພາສາກາຕາງ)	https://ebible.org/Scriptures/ncq_html.zip
chumburungnt	Chumburung	Chumburung		ncu	chum1261	Atlantic-Congo	2010	2014-04-22	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Abware̱se̱ŋ Wo̱re̱-ɔ	https://ebible.org/Scriptures/ncuNT_html.zip
zimbabweanndebele	Zimbabwean Ndebele	isiNdebele		nde	nort2795	Atlantic-Congo	2022	2023-04-13	Copyright © 2022 Biblica, Inc.	CCBYSA	Biblica, Inc.	Biblica® IBhayibhili Elingcwele LesiNdebele Elifinyelelekayo™	https://ebible.org/Scriptures/nde_html.zip
ndengereko	Ndengereko	Kindengereko		ndg	nden1248	Atlantic-Congo	2020	2020-10-06	Copyright © 2020 Door43 World Mission Community	CCBY-4.0	Door43 World Mission Community	Ndengereko Bible	https://ebible.org/Scriptures/ndg_html.zip
ndali	Ndali	Ndali		ndh	ndal1241	Atlantic-Congo	2020	2020-11-19	Copyright © 2020 Wycliffe Bible Translators, Inc.	All rights reserved	SIL International (in Africa)	ULwitikano uLupya	https://ebible.org/Scriptures/ndh_html.zip
ndamba	Ndamba	Ndamba		ndj	ndam1239	Atlantic-Congo	2014	2018-02-06	Copyright © 2014 The Word for the World and Pioneer Bible Translators	CCBYND-4.0	Pioneer Bible Translators	Lilaghanu lya shonu	https://ebible.org/Scriptures/ndj_html.zip
ndut	Ndut	Ndut		ndv	ndut1239	Atlantic-Congo	2020	2020-11-20	Copyright © 2020 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Séréel Ndút: Unni Koope	https://ebible.org/Scriptures/ndv_html.zip
ndogo	Ndogo	Ndogo		ndz	ndog1248	Atlantic-Congo	2001	2020-11-19	Copyright © 2001 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Ngú bà toko nambeè mì Mbíṛì ta ndâ ꞌduù	https://ebible.org/Scriptures/ndz_html.zip
kathmanduvalleynewari	Kathmandu Valley Newari	Newar		new	newa1246	Sino-Tibetan	2019	2020-11-19	Copyright © 2019-2020 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Newar	https://ebible.org/Scriptures/new_html.zip
dhao	Dhao	Dhao		nfa	dhao1237	Austronesian	2012	2022-03-11	Copyright © 2012 Unit Bahasa dan Budaya	CCBYND-4.0	Wycliffe Bible Translators	Dhao Alkitab	https://ebible.org/Scriptures/nfa_html.zip
ngulu	Ngulu	Nguu		ngp	ngul1246	Atlantic-Congo	2014	2018-02-06	Copyright © 2014 The Word for the World and Pioneer Bible Translators	CCBYND-4.0	Pioneer Bible Translators	Ndagano mp'ya kwa wanth'u wose	https://ebible.org/Scriptures/ngp_html.zip
centralguerreronahuatlnt	Central Guerrero Nahuatl	Nahuatl, Guerrero		ngu	guer1241	Uto-Aztecan	1987	2014-04-30	Copyright © 1987 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	In yencuic iyectlajtoltzin Dios itech ica toTeco Jesucristo	https://ebible.org/Scriptures/nguNT_html.zip
easternhuastecanahuatlbl	Eastern Huasteca Nahuatl	Nahuatl, Huasteca Oriental	Huasteca Oriental	nhe	east2538	Uto-Aztecan	2005	2014-04-30	Copyright © 2005 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Itlajtol toteco: Santa Biblia	https://ebible.org/Scriptures/nheBl_html.zip
easternhuastecanahuatlnt	Eastern Huasteca Nahuatl	Nahuatl,  Huasteca Oriental	Huasteca Oriental	nhe	east2538	Uto-Aztecan	2009	2014-04-30	Copyright © 2009 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Ya ni nopa yancuic tlajtoli tlen toteco toca mocajtoc; El Nuevo Testamento de nuestro Señor Jesucristo en el náhuatl de la Huasteca Oriental	https://ebible.org/Scriptures/nheNT_html.zip
tetelcingonahuatlnt	Tetelcingo Nahuatl	Nahuatl, Tetelcingo		nhg	tete1251	Uto-Aztecan	1980	2014-04-30	Copyright © 1980 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	El Nuevo Testamento en nahuatl de Tetelcingo	https://ebible.org/Scriptures/nhgNT_html.zip
zacatlanahuacatlantepetzintlanahuatlnt	Zacatlán-Ahuacatlán-Tepetzintla Nahuatl	Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla		nhi	zaca1241	Uto-Aztecan	2012	2014-04-30	Copyright © 2012 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	In Yancuic Tlahtolsintilil	https://ebible.org/Scriptures/nhiNT_html.zip
takuu	Takuu	Takuu		nho	taku1257	Austronesian	2009	2022-04-15	Copyright © 2009 Translation Committee of Takuu, Mortlock Community	CCBYND-4.0	Translation Committee of Takuu, Mortlock Community	Na Taratara TeAtua i naa taratara Takuu	https://ebible.org/Scriptures/nho_html.zip
naro	Naro	Naro		nhr	naro1249	Khoe-Kwadi	2012	2016-08-30	Copyright © 2012 The Bible Society of Botswana	CCBYNCND-4.0	Wycliffe Bible Translators	Ka̱bas Qae-xg'ae sa	https://ebible.org/Scriptures/nhr_html.zip
noonent	Noone	Noone		nhu	noon1243	Atlantic-Congo	2011	2014-04-30	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Ŋwa' Nyo' Moŋkan mo Monfɛm	https://ebible.org/Scriptures/nhuNT_html.zip
westernhuastecanahuatlbl	Western Huasteca Nahuatl	Nahuatl,  Huasteca Occidental		nhw	west2624	Uto-Aztecan	2005	2014-04-30	Copyright © 2005 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Icamanal toteco; Santa Bíblia	https://ebible.org/Scriptures/nhwBl_html.zip
isthmusmecayapannahuatl	Isthmus-Mecayapan Nahuatl	Nahuatl, Isthmus-Mecayapan		nhx	isth1242	Uto-Aztecan	2016	2020-11-18	Copyright © 2016 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Itájto̱l toTe̱ko ipan melaꞌtájto̱l	https://ebible.org/Scriptures/nhx_html.zip
northernoaxacanahuatlnt	Northern Oaxaca Nahuatl	Nahuatl, Northern Oaxaca		nhy	nort2958	Uto-Aztecan	2006	2014-04-30	Copyright © 2006 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Itlajtol totajtzin Dios = El Nuevo Testamento	https://ebible.org/Scriptures/nhyNT_html.zip
nek	Nek	Nek		nif	nekk1240	Nuclear Trans New Guinea	2011	2016-08-30	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Nek Bible	https://ebible.org/Scriptures/nif_html.zip
nii	Nii	Nii	Central Wahgi	nii	niii1240	Nuclear Trans New Guinea	1980	2018-04-23	Copyright © 1980 Wycliffe Bible Translators, Inc.	CCBYND-4.0	Wycliffe Bible Translators	Gos Nge Ek Ka Ei Sinim Kin Ngołum	https://ebible.org/Scriptures/nii_html.zip
ninzont	Ninzo	Ninzo		nin	ninz1246	Atlantic-Congo	2011	2019-08-09	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Ungbamvu Ku Abachi Azhi Ahe̲he̲ Ka	https://ebible.org/Scriptures/ninNT_html.zip
ngiti	Ngiti	Ndrǔna		niy	ngit1239	Central Sudanic	2015	2020-11-19	Copyright © 2015 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Ungbòta-Ɔwʉ́tá Tɔ́ Bhǔkù	https://ebible.org/Scriptures/niy_html.zip
nkonyant	Nkonya	Nkonya		nko	nkon1248	Atlantic-Congo	2010	2024-02-21	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYNCND	Wycliffe Bible Translators, Inc.	Bulu ntam pɔpwɛ; Nkonya	https://ebible.org/Scriptures/nkoNT_html.zip
dutch1939	Dutch	Nederlandse taal		nld	dutc1256	Indo-European		2023-08-25	public domain	Public Domain		De Heilige Schrift, Petrus Canisiusvertaling, 1939	https://ebible.org/Scriptures/nld1939_html.zip
dutch	Dutch	Nederlands		nld	dutc1256	Indo-European		2023-01-23	public domain	Public Domain		De Heilige Schrift 1917	https://ebible.org/Scriptures/nld_html.zip
gela	Gela	Gela		nlg	gela1263	Austronesian	2015	2021-11-30	Copyright © 2015 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0		Na Rongorongo Uto nina Jesus Christ	https://ebible.org/Scriptures/nlg_html.zip
nahalibaglani	Nahali-Baglani	Nahali		nlx	naha1261	Indo-European		2024-02-11	Copyright ©  The Word for the World International	All rights reserved	The Word for the World South Asia	खेरलो वचन	https://ebible.org/Scriptures/nlx_html.zip
nimoas	Nimoa	Saisai	Rifao	nmw	nimo1246	Austronesian	2016	2023-08-25	Copyright © 2016 Wycliffe Bible Translators, inc.	CCBYND-4.0		Metiu ge Efeso	https://ebible.org/Scriptures/nmws_html.zip
nyangumarta	Nyangumarta	Nyangumarta		nna	nyan1301	Pama-Nyungan	1980	2021-11-12	Copyright © 1980-2010 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0		Nyangumarta Bible	https://ebible.org/Scriptures/nna_html.zip
ngindo	Ngindo	Ngindo		nnq	ngin1244	Atlantic-Congo	2015	2018-02-06	Copyright © 2015 The Word for the World	CCBYND-4.0	The Word for the World	Ngindo New Testament 2015	https://ebible.org/Scriptures/nnq_html.zip
southernnuni	Southern Nuni	Nuni, Southern		nnw	sout2795	Atlantic-Congo	1999	2020-11-30	Copyright © 1999 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Yɩɩ sʋywáŋʋ́ sagɩ	https://ebible.org/Scriptures/nnw_html.zip
wounmeue	Woun Meu	Woun Meu	alternate spelling	noa	woun1238	Chocoan	2011	2014-08-06	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Ẽwandam Iek	https://ebible.org/Scriptures/noaE_html.zip
wounmeuh	Woun Meu	Woun Meu	standard spelling	noa	woun1238	Chocoan	2011	2014-08-06	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Hẽwandam Hiek	https://ebible.org/Scriptures/noaH_html.zip
norwegianbokmallb	Norwegian Bokmål	Norsk: Bokmål		nob	norw1259	Indo-European	2005	2023-04-13	Copyright © 2005 Biblica, Inc.	CCBYSA	Biblica, Inc.	Biblica® Open En Levende Bok: Det Nye Testamentet	https://ebible.org/Scriptures/noblb_html.zip
northernthai	Northern Thai	Thai, Northern		nod	nort2740	Tai-Kadai	2017	2020-11-30	Copyright © 2017 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	พระคริสตธรรมคัมภีร ภาคพันธสัญญาใหม	https://ebible.org/Scriptures/nod_html.zip
numanggang	Numanggang	Numaŋgaŋ		nop	numa1254	Nuclear Trans New Guinea	2005	2016-08-30	Copyright © 2005 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Bepaŋ'Walaŋ Folofolok Kobuli	https://ebible.org/Scriptures/nop_html.zip
nomatsiguengant	Nomatsiguenga	Nomatsiguenga		not	noma1263	Arawakan	2008	2014-04-30	Copyright © 2008 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Irinibare Tosorintsi Ocomantëgotëri Antigomi Jesoquirisito	https://ebible.org/Scriptures/notNT_html.zip
ewagenotu	Ewage-Notu	Ewage-Notu		nou	ewag1241	Nuclear Trans New Guinea	1987	2012-01-19	Copyright © 1987 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	BINGA EWAMEI IESU KERISO DA JAWO DA	https://ebible.org/Scriptures/nou_html.zip
nepali2010	Nepali	नेपाली		npi	nepa1254	Indo-European	1999	2013-11-06	Copyright © 1999-2010 World Bible Translation Center	All rights reserved	World Bible Translation Center	The Holy Bible, Easy Reading Version, in Nepali	https://ebible.org/Scriptures/npi2010_html.zip
nepaliulb	Nepali	नेपाली		npi	nepa1254	Indo-European	2019	2020-06-10	Copyright © 2019 Door43 World Missions Community	CCBYSA	Door43 World Missions Community	पवित्र बाइबल	https://ebible.org/Scriptures/npiulb_html.zip
southeasternpueblanahuatlnt	Southeastern Puebla Nahuatl	Nahuatl, Southeastern Puebla		npl	sout2973	Uto-Aztecan	2011	2014-04-30	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Itlajtol Totajtsi Dios	https://ebible.org/Scriptures/nplNT_html.zip
nehan	Nehan	Nehan		nsn	neha1247	Austronesian	2011	2012-01-19	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Nehan New Testament	https://ebible.org/Scriptures/nsn_html.zip
nali	Nali	Nali		nss	nali1245	Austronesian	2008	2022-07-22	Copyright © 2008, 2012, 2020 PNG Bible Translation Association	CCBYND-4.0	PNG Bible Translation Association	Nongan Hiyan	https://ebible.org/Scriptures/nss_html.zip
sierranegranahuatl	Sierra Negra Nahuatl	Nahuatl		nsu	sier1248	Uto-Aztecan	2017	2020-11-30	Copyright © 2017 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Itlajtol Totajtzin Dios	https://ebible.org/Scriptures/nsu_html.zip
ngaanyatjarra	Ngaanyatjarra	Ngaanyatjarra		ntj	ngaa1240	Pama-Nyungan	2007	2021-11-12	Copyright © 2007 Bible Society of Australia	CCBYNCND-4.0		Mama Kuurrku Wangka	https://ebible.org/Scriptures/ntj_html.zip
northerntepehuannt	Northern Tepehuan	Tepehuan, Northern		ntp	nort2959	Uto-Aztecan	1981	2014-04-30	Copyright © 1981 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Diuusi ñiooquidʌ utuducami oodamicʌdʌ	https://ebible.org/Scriptures/ntpNT_html.zip
delo	Delo	Delo		ntr	delo1240	Atlantic-Congo	2005	2020-11-17	Copyright © 2005 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	WURUBURƐ NOMBIA KPAAKPAA NƆƆKEBAKESEE WƆLE	https://ebible.org/Scriptures/ntr_html.zip
natugu	Natügu	Natqgu		ntu	natu1246	Austronesian	2008	2017-11-17	Copyright © 2008 Wycliffe Bible Translators, Inc.	CCBYND-4.0	SITAG	Nzryrngrkxtr Kc Ate Rut x Sam	https://ebible.org/Scriptures/ntu_html.zip
nyole	Nyole	Nyole		nuj	nyol1238	Atlantic-Congo	2019	2020-11-30	Copyright © 2019 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Endagaano Epyaha mu Lunyole	https://ebible.org/Scriptures/nuj_html.zip
nukumanu	Nukumanu	Nukumanu		nuq	nuku1258	Austronesian	2020	2023-03-22	Copyright © 2020 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Nukumanu	https://ebible.org/Scriptures/nuq_html.zip
wubuy	Wubuy	Wubuy		nuy	nung1290	Gunwinyguan	2010	2021-11-12	Copyright © 2010 Bible Society of Australia	CCBYNCND-4.0		Ana-Maṉngulg Ana-Wubiba -- Anu-gadhuwa Ana-lhaawu	https://ebible.org/Scriptures/nuy_html.zip
namiae	Namiae	Namiai (Barai)		nvm	nami1258	Koiarian	2004	2016-08-30	Copyright © 2004 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Godon Vuak Ma Ijin	https://ebible.org/Scriptures/nvm_html.zip
nyabwa	Nyabwa	Nyaboa		nwb	nyab1255	Kru	1991	2020-11-30	Copyright © 1991 Wycliffe Bible Translators, Inc.	All rights reserved	International Bible Society	-YBHƐYBHƐTITELRE	https://ebible.org/Scriptures/nwb_html.zip
southwesttanna	Southwest Tanna	Southwest Tanna		nwi	sout2869	Austronesian	2011	2022-03-11	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Nəkwəkwə imərhakə kape kughen: nɨrpenien vi	https://ebible.org/Scriptures/nwi_html.zip
southnuaulu	South Nuaulu	Nuaulu, South		nxl	sout2895	Austronesian	2019	2020-11-30	Copyright © 2019 Wycliffe Bible Translators, Inc.	All rights reserved	Gereja Protestan Maluku	Anahatana ne Anamanaya tau Sou Naunue	https://ebible.org/Scriptures/nxl_html.zip
nyanja	Nyanja	Chichewa		nya	nyan1308	Atlantic-Congo	2016	2021-11-15	Copyright © 2016 Biblica, Inc.	CCBYSA-4.0	Biblica, Inc.	Biblica® Tsekulani Mawu a Mulungu mu Chichewa Chalero	https://ebible.org/Scriptures/nya_html.zip
